CLIENTNUM,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,gender_F,gender_M,marital_Divorced,marital_Married,marital_Single,marital_Unknown,Target
720236433,41,4,3,4,1,22,1,2,5037.0,1670,4379,67,0,1,0,1,0,0,1
785106933,51,1,0,0,1,45,2,2,6519.0,2178,4505,71,1,0,0,0,1,0,1
716673258,60,1,0,1,1,36,1,1,2347.0,1488,3977,83,1,0,0,0,1,0,1
708341958,31,1,3,1,1,21,2,2,2061.0,1904,4480,86,1,0,1,0,0,0,1
797150733,44,3,0,2,1,38,5,2,1643.0,0,1754,39,0,1,0,0,1,0,0
718279983,49,1,3,0,1,36,1,3,5039.0,2489,4770,74,1,0,0,1,0,0,1
718548558,53,3,0,1,1,42,1,1,2915.0,2041,4272,70,1,0,0,0,1,0,1
780360558,33,1,4,1,1,20,2,2,1507.0,0,4698,87,1,0,0,1,0,0,1
715012833,46,1,2,1,1,36,1,3,3073.0,2517,4858,77,1,0,0,1,0,0,1
772388508,43,3,4,0,1,32,2,3,8314.0,1349,5028,80,1,0,0,1,0,0,1
788199858,42,3,2,0,1,34,1,3,2798.0,1049,5758,87,1,0,0,0,0,1,1
769578108,40,4,0,3,1,26,2,2,20929.0,1652,4001,76,0,1,0,0,1,0,1
719843958,46,2,4,5,1,34,2,3,1754.0,894,4874,79,0,1,0,1,0,0,1
767197983,52,2,2,1,1,45,1,1,4209.0,0,5938,83,1,0,0,0,1,0,1
711874833,45,3,3,2,1,37,1,3,2449.0,0,5497,88,0,1,1,0,0,0,1
714930333,39,3,3,4,1,30,2,3,4618.0,0,2476,49,0,1,0,1,0,0,0
720989133,41,2,3,1,1,36,2,1,1654.0,1093,4596,82,1,0,0,1,0,0,1
720893958,49,4,1,1,1,36,1,3,1544.0,999,4215,53,1,0,0,0,1,0,1
769709058,60,1,1,3,1,54,1,2,3618.0,972,4228,63,0,1,0,0,1,0,1
711005583,37,3,2,4,1,24,1,2,3437.0,1064,5110,76,0,1,0,0,1,0,1
826548708,50,2,4,4,1,46,2,3,5965.0,622,4637,91,0,1,0,0,1,0,1
711093408,46,2,6,1,1,33,2,3,2644.0,1517,4815,83,1,0,0,1,0,0,1
712831908,59,1,3,2,1,49,2,2,3481.0,603,4556,81,1,0,0,1,0,0,1
780222408,49,5,4,1,1,36,1,3,3272.0,2085,4444,83,1,0,0,0,0,1,1
714181008,35,0,4,1,1,36,1,2,3019.0,1462,4509,71,1,0,0,1,0,0,1
772346358,52,3,1,1,1,41,2,1,1801.0,0,5047,79,1,0,0,0,1,0,1
717489033,27,0,2,1,1,18,6,1,1438.3,0,2641,40,1,0,0,0,1,0,0
710969433,41,1,1,1,1,31,2,2,2909.0,1201,4230,68,1,0,0,1,0,0,1
715807383,45,4,5,2,1,36,1,3,4688.0,0,5248,89,1,0,0,0,1,0,1
711807333,37,2,3,1,1,26,1,1,1438.3,0,3948,84,1,0,0,0,1,0,1
816086508,47,2,0,1,1,42,1,3,1438.3,0,4624,73,1,0,0,1,0,0,1
714424533,41,4,4,1,1,36,6,2,1655.0,0,2156,37,1,0,0,1,0,0,0
779536233,47,4,4,2,1,30,1,1,1438.3,601,4669,83,1,0,1,0,0,0,1
710794983,41,3,2,0,1,32,2,1,4745.0,1157,4705,78,1,0,0,0,1,0,1
779890833,51,2,2,1,1,36,2,1,1438.3,0,4866,65,1,0,1,0,0,0,1
779837808,53,2,2,2,1,37,1,4,5182.0,2500,5012,85,1,0,0,1,0,0,1
713748708,46,3,4,1,1,37,1,2,1438.3,0,1757,44,1,0,0,0,1,0,0
709123908,43,2,4,2,1,36,2,3,4287.0,0,4874,82,1,0,0,1,0,0,1
816476658,54,2,0,0,1,49,2,4,1812.0,1798,2921,44,1,0,0,1,0,0,0
743800833,53,3,3,2,1,46,2,1,2304.0,1144,4505,85,1,0,0,1,0,0,1
806415183,51,0,6,0,1,46,1,3,13623.0,1432,4534,83,1,0,0,1,0,0,1
794054058,50,2,4,1,1,44,1,1,2765.0,0,4010,59,1,0,0,0,1,0,1
771907158,54,5,0,5,1,42,1,1,3731.0,1903,4667,88,0,1,0,1,0,0,1
815789883,46,3,3,1,1,41,1,3,2485.0,861,4728,81,1,0,0,0,1,0,1
712177908,50,4,3,1,1,36,1,3,2446.0,1763,4310,75,1,0,0,0,1,0,1
711234783,44,4,0,1,1,28,5,2,2020.0,0,2621,45,1,0,0,1,0,0,0
793379058,48,3,4,1,1,42,2,2,2214.0,1025,5084,82,1,0,0,0,1,0,1
720480183,45,3,0,1,1,34,1,2,1811.0,787,4882,80,1,0,1,0,0,0,1
712974558,56,2,3,1,1,43,1,3,5254.0,0,4546,89,1,0,0,0,1,0,1
717409533,36,2,5,1,1,26,1,2,1821.0,1486,2824,43,1,0,0,0,1,0,0
712200033,44,4,2,1,1,36,1,3,3024.0,0,4983,78,1,0,0,0,1,0,1
713563383,50,3,0,1,1,36,1,3,1930.0,952,3862,80,1,0,0,0,1,0,1
802795608,54,2,2,1,1,48,1,3,1517.0,556,4981,82,1,0,0,0,1,0,1
787452333,39,1,2,1,1,25,2,2,2024.0,0,2870,36,1,0,0,1,0,0,0
709520058,53,5,1,5,1,38,4,2,19138.0,0,2028,43,0,1,0,1,0,0,0
819690933,56,1,4,4,1,51,2,3,16835.0,897,4059,80,0,1,0,0,1,0,1
820694133,60,0,2,0,1,55,4,1,5549.0,0,2412,38,1,0,0,1,0,0,0
711800658,42,3,2,1,1,36,2,3,2145.0,0,2465,42,1,0,0,0,1,0,0
717722958,43,3,1,4,1,36,1,3,4654.0,1349,4277,71,0,1,0,1,0,0,1
712279683,44,3,4,3,1,36,2,3,9114.0,0,2740,52,0,1,0,1,0,0,0
716606733,33,1,4,2,1,18,2,2,3043.0,2054,4833,85,1,0,0,0,1,0,1
716060358,53,2,4,2,1,45,2,2,4621.0,913,4952,82,1,0,0,1,0,0,1
709158333,44,4,4,3,1,28,2,2,2758.0,461,4244,96,0,1,0,0,1,0,1
721113333,54,0,4,1,1,36,1,2,1740.0,0,4751,93,1,0,0,1,0,0,1
712620858,34,4,6,0,1,36,1,2,7744.0,1804,4572,60,1,0,0,1,0,0,1
712855683,50,2,5,1,1,36,1,2,3350.0,1335,4906,89,1,0,0,1,0,0,1
715463133,40,5,2,5,1,31,1,1,34516.0,1427,3699,64,0,1,0,0,1,0,1
716551533,47,1,2,0,1,36,2,1,2874.0,2201,4779,86,1,0,0,0,1,0,1
771220758,40,3,6,0,1,27,1,1,2896.0,2100,4614,83,1,0,0,0,1,0,1
709920258,41,3,4,2,1,28,1,1,9294.0,1764,4531,73,1,0,1,0,0,0,1
708959583,47,2,2,3,1,39,1,2,9389.0,727,3415,84,0,1,0,1,0,0,1
712510833,44,3,3,2,1,30,2,3,9317.0,847,4121,81,0,1,0,1,0,0,1
710840433,34,1,3,2,1,20,2,1,7452.0,1656,3339,51,0,1,0,0,0,1,1
712853358,39,3,2,1,1,36,2,3,1817.0,0,2216,44,1,0,0,0,0,1,0
788502858,58,3,2,4,1,51,2,2,10021.0,1952,4431,68,0,1,0,0,1,0,1
721139808,42,3,4,1,1,36,1,2,2344.0,1081,3889,80,1,0,0,0,1,0,1
711375558,48,2,1,2,1,34,2,3,3072.0,1734,4540,78,1,0,0,0,1,0,1
713798958,38,3,0,1,1,36,2,3,1946.0,1430,4643,87,1,0,0,0,1,0,1
719860308,42,2,4,1,1,36,2,3,1438.3,0,2418,48,1,0,0,1,0,0,0
714443058,43,4,3,1,1,28,5,2,1484.0,0,1664,39,1,0,0,1,0,0,0
716315508,37,3,5,2,1,36,2,2,3233.0,2517,1339,32,1,0,0,1,0,0,0
717651333,55,2,4,1,1,43,1,3,1745.0,1168,4562,67,1,0,0,0,1,0,1
798489258,59,1,1,0,1,53,1,3,3709.0,1197,5557,82,1,0,1,0,0,0,1
710742408,53,2,3,1,1,43,2,1,2160.0,2057,4518,93,1,0,0,1,0,0,1
812089383,41,5,0,4,1,36,1,2,1438.3,892,4426,88,0,1,0,0,1,0,1
711968358,55,4,4,1,1,44,1,2,2638.0,1423,4153,77,1,0,0,0,1,0,1
794227308,56,2,3,4,1,50,1,1,10214.0,1433,4493,79,0,1,0,1,0,0,1
719845908,52,3,1,1,1,36,2,1,3240.0,0,4803,83,1,0,0,0,1,0,1
716851908,58,5,0,2,1,47,1,3,2038.0,1099,4784,70,1,0,0,1,0,0,1
720599658,49,1,0,2,1,36,2,2,1438.3,0,5104,75,0,1,0,1,0,0,1
720401658,53,3,4,1,1,34,5,3,1438.3,1030,1985,38,1,0,0,0,1,0,0
827442858,56,3,2,4,1,52,2,3,8111.0,2051,3719,69,0,1,1,0,0,0,1
779034708,60,0,6,0,1,41,1,3,10730.0,970,4939,71,1,0,0,1,0,0,1
718806783,46,3,1,0,1,36,2,3,2872.0,357,2629,41,1,0,0,1,0,0,0
714484008,49,4,1,1,1,31,4,3,1567.0,0,2138,41,1,0,0,1,0,0,0
719176308,43,3,3,4,1,32,6,3,7278.0,0,2120,43,0,1,1,0,0,0,0
769662033,45,2,3,1,1,29,2,2,1438.3,0,5025,85,1,0,0,0,0,1,1
721020858,34,1,3,0,1,20,2,2,3190.0,1959,4220,66,1,0,0,0,1,0,1
714630858,36,1,1,1,1,36,2,3,1470.0,458,2383,39,1,0,0,0,0,1,0
710838108,45,2,4,4,1,36,1,4,3081.0,2517,4317,72,0,1,0,1,0,0,1
712662783,43,2,3,0,1,36,1,2,3793.0,2517,2577,57,1,0,0,1,0,0,0
713160258,54,2,4,1,1,44,1,2,3034.0,2033,4349,90,1,0,0,1,0,0,1
778163508,37,2,2,0,1,27,2,1,5245.0,1044,4938,70,1,0,0,1,0,0,1
713785608,49,1,6,1,1,40,1,2,2960.0,0,4918,63,1,0,0,0,1,0,1
779905008,54,4,4,2,1,38,2,2,1779.0,0,2660,41,1,0,0,0,0,1,0
789491058,43,4,4,1,1,34,2,3,1620.0,0,4570,82,1,0,0,1,0,0,1
793736958,49,3,2,5,1,43,1,2,21680.0,1587,4410,86,0,1,0,0,1,0,1
720961383,47,3,1,0,1,36,2,3,2952.0,0,2907,60,1,0,0,0,1,0,0
714202008,53,2,2,1,1,36,6,3,3918.0,2517,2115,42,1,0,0,1,0,0,0
721479108,52,1,1,5,1,41,1,1,12764.0,0,3332,64,0,1,0,0,1,0,1
715549158,29,1,4,1,1,36,2,2,1438.3,0,4769,84,1,0,0,1,0,0,1
710308983,50,3,4,1,1,39,1,1,3287.0,2517,4148,83,1,0,0,0,0,1,1
710981583,44,5,0,2,1,36,2,1,3891.0,1015,5131,86,1,0,0,0,1,0,1
712704933,49,4,2,2,1,43,4,3,4048.0,0,2227,41,1,0,0,0,0,1,0
716165508,51,2,1,3,1,40,2,1,3559.0,0,4498,94,0,1,0,1,0,0,1
710630583,47,3,2,3,1,39,2,1,2843.0,1752,3738,77,0,1,0,0,1,0,1
709571958,58,2,4,1,1,47,1,1,2127.0,0,4401,65,1,0,0,0,1,0,1
790115358,39,2,0,1,1,32,2,1,4325.0,2418,4588,77,1,0,0,0,1,0,1
715904433,42,4,3,2,1,34,1,3,1695.0,0,2055,46,1,0,0,1,0,0,0
709078908,48,3,2,1,1,32,1,2,2648.0,1539,4926,89,1,0,0,0,1,0,1
717541308,61,2,4,1,1,45,2,2,2602.0,1441,4838,85,1,0,0,0,1,0,1
779916408,39,4,4,0,1,23,1,3,1811.0,0,4934,70,1,0,0,0,1,0,1
714979383,56,3,4,3,1,46,1,2,1891.0,1134,5255,77,0,1,0,0,1,0,1
711691608,46,4,4,1,1,36,2,3,2881.0,2450,2450,49,1,0,0,0,1,0,0
788930358,42,4,3,2,1,28,2,2,2827.0,1896,3891,81,1,0,0,0,1,0,1
716351208,48,3,1,1,1,38,1,3,4095.0,2517,4175,77,1,0,0,1,0,0,1
708266883,34,2,4,1,1,36,1,2,1666.0,0,2312,35,1,0,0,0,1,0,0
718858683,42,1,4,1,1,36,2,3,1438.3,0,4511,76,1,0,0,1,0,0,1
771617883,54,2,2,2,1,42,1,2,2205.0,1313,4904,82,1,0,0,0,1,0,1
718001508,41,3,4,1,1,29,1,1,2890.0,2150,4377,84,1,0,0,1,0,0,1
708995283,50,1,4,0,1,36,1,1,10417.0,2290,4871,75,1,0,0,0,0,1,1
721173183,57,2,1,0,1,43,2,1,2363.0,1876,4984,85,1,0,0,1,0,0,1
711102858,48,2,6,0,1,36,4,2,3137.0,860,1618,34,1,0,0,0,1,0,0
711722808,51,4,4,1,1,44,5,3,1483.0,0,2520,40,1,0,0,0,1,0,0
787466808,35,0,0,1,1,22,2,2,3009.0,2517,5329,82,1,0,0,1,0,0,1
716116383,45,1,0,1,1,36,1,2,5087.0,2517,4682,77,1,0,0,1,0,0,1
713257083,46,4,0,2,1,36,1,3,1925.0,1202,4343,66,1,0,0,1,0,0,1
772661808,56,3,4,5,1,46,2,1,7234.0,2055,5051,83,0,1,0,1,0,0,1
713382558,57,3,3,1,1,42,1,1,2063.0,953,4304,81,1,0,0,0,1,0,1
717596883,58,0,4,2,1,39,4,3,5530.0,1233,5270,78,1,0,0,0,1,0,1
712993008,58,1,0,1,1,48,4,3,3819.0,1882,4533,68,1,0,0,0,1,0,1
824763783,59,0,3,1,1,55,2,2,2645.0,1127,4251,76,1,0,0,0,1,0,1
771730758,51,1,2,0,1,39,4,3,5448.0,0,4443,75,1,0,0,0,1,0,1
780265458,56,2,1,1,1,42,4,2,3495.0,1427,4466,85,1,0,0,0,1,0,1
714256758,50,2,0,3,1,36,3,1,8074.0,0,4347,66,0,1,0,0,1,0,1
710292333,44,3,2,0,1,36,3,3,7772.0,0,2618,52,1,0,0,1,0,0,0
712171158,42,2,2,1,1,30,6,1,3124.0,0,4986,79,1,0,0,1,0,0,1
788782008,49,3,0,1,3,30,4,3,15987.0,0,4146,69,1,0,0,1,0,0,1
714848958,47,2,4,1,3,37,6,2,15109.0,897,2315,43,1,0,0,0,1,0,0
714987633,42,3,4,3,1,36,2,2,4953.0,2039,4026,53,0,1,0,1,0,0,1
717684858,50,3,1,5,1,38,6,3,22304.0,1333,5002,60,0,1,0,0,1,0,1
767376483,27,1,3,1,1,20,5,3,1893.0,0,5176,91,1,0,0,1,0,0,1
709901058,38,1,2,2,1,30,2,2,2232.0,1163,4185,80,0,1,0,0,1,0,1
780073158,59,0,2,1,1,44,2,1,3790.0,1149,4455,85,0,1,0,0,1,0,1
779998083,33,3,2,2,1,23,1,2,6392.0,1429,4069,66,0,1,0,1,0,0,1
713144208,51,0,2,0,1,42,1,4,9989.0,568,2053,49,1,0,0,1,0,0,0
771594783,56,1,3,0,1,44,2,4,1438.3,0,2264,37,1,0,0,1,0,0,0
816613158,48,1,6,1,1,43,2,3,2559.0,1514,4117,69,1,0,0,1,0,0,1
770774133,53,3,4,4,2,39,1,2,34516.0,1198,4826,70,0,1,0,0,1,0,1
712300683,41,1,4,1,1,32,2,2,1438.3,0,4897,96,1,0,0,0,1,0,1
714536208,50,3,1,1,1,36,1,2,2473.0,1675,4203,73,1,0,0,1,0,0,1
784880958,34,4,4,2,1,28,2,3,4022.0,1680,3776,84,1,0,0,0,1,0,1
713784558,59,1,4,2,1,36,1,2,3510.0,941,4833,77,1,0,0,0,1,0,1
719305608,57,3,2,1,1,36,4,3,2347.0,1900,2447,47,1,0,0,0,1,0,0
720190083,56,3,0,1,1,39,1,3,1632.0,0,2509,47,1,0,0,0,1,0,0
708323208,49,3,1,1,1,36,4,2,1522.0,0,2241,36,1,0,0,1,0,0,0
781183233,44,3,2,1,1,25,2,1,2085.0,1528,3805,79,1,0,0,0,1,0,1
718825908,60,1,6,0,1,47,1,1,3803.0,1448,4575,78,1,0,0,0,1,0,1
716963283,47,3,4,1,1,38,2,2,3165.0,2517,2751,49,1,0,0,0,0,1,0
714924483,60,1,0,1,1,46,2,3,4628.0,2327,4226,92,1,0,0,0,1,0,1
779922183,52,1,2,1,1,36,2,2,2253.0,1981,4758,81,1,0,0,1,0,0,1
719449533,49,3,1,2,1,38,1,2,2655.0,2283,2386,49,1,0,0,0,1,0,0
712559058,54,0,2,4,1,45,1,3,20882.0,1525,4765,76,0,1,0,0,1,0,1
717853233,41,2,3,4,1,31,1,1,3306.0,706,4772,76,0,1,0,1,0,0,1
790069233,45,3,2,1,1,37,2,1,2052.0,0,4289,72,1,0,1,0,0,0,1
794576058,42,3,4,4,1,26,1,2,8480.0,1339,4070,76,0,1,0,1,0,0,1
779877858,53,2,3,1,1,37,2,3,2081.0,1342,4428,80,1,0,0,0,0,1,1
772334133,53,1,4,0,1,42,2,1,4637.0,0,4583,86,1,0,0,1,0,0,1
806634783,38,2,3,1,1,33,1,3,3420.0,1405,4267,75,1,0,0,1,0,0,1
720101658,26,0,4,1,1,19,2,1,3416.0,1109,4614,70,1,0,0,0,1,0,1
719925483,46,4,4,4,1,36,2,1,2171.0,1043,4531,88,0,1,0,1,0,0,1
719572833,57,3,4,2,1,46,2,2,2791.0,1550,5440,83,1,0,0,0,0,1,1
720729108,32,0,0,1,1,17,1,2,4445.0,1080,5373,87,1,0,0,0,1,0,1
819214233,43,3,4,1,1,38,2,2,1530.0,0,5138,84,1,0,0,1,0,0,1
718896108,48,3,2,1,1,36,2,1,1438.3,0,5014,84,1,0,0,0,0,1,1
713723433,52,4,2,1,1,44,1,1,5721.0,0,4188,79,1,0,0,0,1,0,1
708514383,38,2,3,0,1,29,2,1,3809.0,1172,4314,81,1,0,0,1,0,0,1
716961033,48,3,2,1,1,40,1,3,3520.0,2149,3630,78,1,0,0,0,1,0,1
778819083,41,2,6,2,1,33,1,3,1604.0,0,2264,47,1,0,0,1,0,0,0
714773508,54,1,4,2,1,46,6,4,1632.0,351,2532,43,1,0,0,1,0,0,0
814181433,46,5,3,2,1,41,1,3,3914.0,1683,4242,64,0,1,0,1,0,0,1
711984633,36,3,4,1,1,27,1,2,2328.0,1953,4373,89,1,0,0,1,0,0,1
710662158,41,4,0,5,1,34,1,3,34516.0,2517,2051,41,0,1,0,1,0,0,1
711356733,45,5,0,1,1,36,2,2,3883.0,847,4667,90,1,0,0,0,1,0,1
711456108,46,4,0,2,1,39,5,3,1438.3,819,2488,44,1,0,0,1,0,0,0
780727833,51,3,2,1,1,41,1,4,3229.0,2517,4526,95,1,0,0,0,1,0,1
771471708,44,2,4,1,1,32,2,1,3080.0,1776,5097,77,1,0,0,0,0,1,1
714320358,38,2,3,1,1,33,2,1,2569.0,1288,4126,56,1,0,0,0,1,0,1
720700008,50,1,2,1,1,36,1,1,4517.0,2238,4686,81,1,0,0,0,1,0,1
713027058,46,4,6,1,1,36,2,2,2292.0,0,2595,31,1,0,0,0,1,0,0
778228458,52,3,1,1,1,42,2,3,2510.0,1928,4943,70,1,0,0,0,1,0,1
781137783,40,3,2,1,1,33,1,3,2420.0,191,2478,43,0,1,0,0,0,1,0
719821908,38,2,2,1,1,16,2,1,2703.0,0,2752,43,1,0,0,0,1,0,0
720537633,44,3,6,1,1,36,2,3,3047.0,2139,4961,85,1,0,0,1,0,0,1
763681908,34,3,0,1,1,27,1,2,5795.0,924,5674,78,1,0,0,1,0,0,1
721164483,46,2,3,2,1,34,2,1,1441.0,642,4894,84,1,0,0,1,0,0,1
715447008,50,3,4,1,1,36,2,3,2999.0,1817,5119,83,1,0,0,1,0,0,1
769676358,38,2,2,3,1,32,1,1,1438.3,1309,5066,76,0,1,0,0,1,0,1
710487033,44,2,2,2,1,28,2,3,1438.3,0,4445,78,1,0,0,1,0,0,1
714197133,51,3,3,2,1,36,2,3,4762.0,0,2811,52,1,0,0,1,0,0,0
718488783,40,3,3,2,1,30,2,2,4802.0,1701,4821,66,0,1,0,0,0,1,1
715663458,51,4,0,1,1,39,2,3,2268.0,651,5016,88,1,0,0,1,0,0,1
717865008,51,1,0,2,1,36,2,1,1438.3,468,4425,81,1,0,0,1,0,0,1
771400608,56,2,4,0,1,44,2,1,8204.0,1375,4727,76,1,0,0,1,0,0,1
708148158,39,4,0,0,1,21,2,3,1827.0,0,4207,86,1,0,0,1,0,0,1
720589008,47,3,6,0,1,38,1,3,4072.0,1594,4317,83,1,0,0,0,0,1,1
784795083,31,1,2,1,1,25,2,1,1984.0,0,4794,73,1,0,1,0,0,0,1
809844108,48,2,6,3,1,43,2,1,8086.0,0,4775,78,0,1,0,0,1,0,1
711521958,51,2,0,1,1,36,2,2,1588.0,1506,4660,68,1,0,0,0,1,0,1
711833508,47,2,2,2,1,27,2,3,1536.0,0,4643,89,0,1,0,0,1,0,1
713146683,35,1,2,0,1,36,2,3,4460.0,0,5473,79,1,0,0,0,0,1,1
716968683,46,5,2,0,1,38,2,2,11287.0,1513,5157,72,1,0,0,0,1,0,1
716279508,48,3,3,4,1,41,2,3,3430.0,2517,2639,46,0,1,0,1,0,0,0
771336783,51,3,2,1,1,38,1,3,1759.0,1345,4351,81,1,0,0,0,1,0,1
717502083,41,3,6,5,1,28,4,2,6314.0,0,2718,44,0,1,0,0,1,0,0
714843483,57,3,1,0,1,48,1,1,7176.0,1493,5063,83,1,0,0,0,1,0,1
709745508,58,2,0,2,1,47,1,4,2295.0,0,2140,40,1,0,1,0,0,0,0
711382458,43,5,4,3,1,38,2,3,1438.3,0,2389,49,0,1,0,1,0,0,0
712190358,48,4,1,1,1,29,1,3,1843.0,1802,5199,73,1,0,0,1,0,0,1
788805858,49,3,3,2,1,31,2,3,2181.0,1218,4997,89,0,1,1,0,0,0,1
709102458,47,2,2,4,1,36,4,3,4754.0,0,2607,41,0,1,0,0,1,0,0
712533708,43,0,2,4,1,36,2,2,11247.0,0,4894,85,0,1,0,0,1,0,1
720326733,55,2,4,5,1,47,2,3,16258.0,865,3761,58,0,1,0,0,1,0,1
713605908,49,3,4,5,1,37,1,1,34516.0,1316,3863,69,0,1,0,1,0,0,1
711598533,43,1,2,3,1,36,1,2,4255.0,1729,3607,75,0,1,0,1,0,0,1
795855258,48,4,3,1,1,42,2,3,1438.3,0,5045,82,1,0,0,0,1,0,1
826783233,57,3,2,1,1,53,1,3,3029.0,2214,4750,89,1,0,0,0,1,0,1
789228108,56,4,4,0,1,45,2,2,9091.0,1306,4378,86,1,0,0,0,1,0,1
785230083,50,2,1,3,1,44,1,2,3318.0,2349,4905,80,0,1,0,0,1,0,1
807946833,44,2,4,1,1,39,6,3,1791.0,0,2771,36,1,0,0,0,1,0,0
711011508,43,3,4,1,1,35,1,3,1620.0,771,4387,91,1,0,0,0,1,0,1
717284133,53,1,2,1,1,41,1,2,3472.0,2517,4520,84,1,0,0,1,0,0,1
711701058,48,4,4,1,2,36,2,2,10973.0,1466,4892,94,1,0,0,1,0,0,1
712228458,50,2,0,5,1,32,2,3,25645.0,1083,4302,63,0,1,0,0,0,1,1
717146208,59,1,4,1,1,51,1,4,4257.0,2517,2828,50,1,0,0,0,1,0,0
719028783,42,1,4,1,1,29,2,3,3422.0,0,4486,74,1,0,0,1,0,0,1
713274183,45,1,4,1,1,35,1,1,4977.0,1411,4182,85,1,0,0,0,1,0,1
789218433,33,3,0,2,1,22,2,3,1438.3,0,4528,86,1,0,0,1,0,0,1
790139583,39,0,4,1,1,32,2,2,1438.3,801,4386,64,1,0,1,0,0,0,1
720218658,40,1,0,0,1,26,2,3,3369.0,756,4501,96,1,0,0,1,0,0,1
747074058,47,3,0,0,1,40,1,3,7114.0,1637,4758,81,1,0,0,0,1,0,1
719170683,38,1,0,4,1,29,2,2,10972.0,0,4401,73,0,1,0,0,1,0,1
708753633,45,3,6,2,1,32,2,1,1438.3,0,4462,77,1,0,0,1,0,0,1
710780883,48,5,1,2,1,38,1,2,2446.0,1461,4610,78,1,0,0,0,1,0,1
785237958,45,5,3,3,1,39,2,3,3439.0,0,2661,35,0,1,0,1,0,0,0
711333933,56,3,5,2,1,36,2,1,3005.0,1660,4586,72,1,0,0,0,1,0,1
710797833,50,5,4,1,1,30,1,3,2033.0,841,4360,95,1,0,0,1,0,0,1
720154533,53,4,4,1,1,39,2,3,2415.0,1643,5063,78,1,0,0,0,0,1,1
719123958,40,4,0,3,1,27,2,2,5051.0,0,2137,45,0,1,1,0,0,0,0
780942633,49,4,2,0,1,32,2,1,3519.0,1336,3552,68,0,1,0,1,0,0,1
720034983,26,0,0,1,2,13,2,1,10254.0,0,4258,68,0,1,0,0,0,1,1
717307158,48,3,0,1,1,36,2,1,1853.0,1314,5331,79,1,0,0,0,1,0,1
708876183,51,1,2,3,2,43,2,3,28673.0,0,3722,69,0,1,0,0,1,0,1
712660308,44,1,2,1,1,36,2,3,1895.0,0,2472,40,1,0,0,0,1,0,0
715958583,56,2,2,1,1,43,1,2,2041.0,1158,3588,63,1,0,0,1,0,0,1
771546708,46,2,4,1,1,34,2,2,1438.3,0,5013,81,1,0,0,0,1,0,1
711252258,54,1,2,1,1,36,1,3,1572.0,985,4148,54,1,0,0,0,1,0,1
772585008,48,4,2,0,1,38,2,3,3187.0,1937,5111,90,1,0,0,1,0,0,1
751143858,59,1,2,0,1,52,2,1,7427.0,2421,4636,91,1,0,0,0,1,0,1
708824958,50,4,2,1,1,42,2,1,1460.0,0,4265,63,1,0,0,0,1,0,1
819612933,52,3,4,4,1,47,1,3,25410.0,0,5472,70,0,1,0,0,1,0,1
712804383,56,0,3,1,1,38,1,1,2143.0,1194,4684,82,1,0,0,1,0,0,1
790149483,42,3,1,2,1,35,2,3,8566.0,1484,4195,89,0,1,0,0,1,0,1
712121508,43,3,1,3,1,30,1,2,1438.3,0,5200,89,0,1,0,0,1,0,1
778853358,59,0,3,1,1,40,1,3,3297.0,0,4783,91,1,0,0,0,1,0,1
716512383,39,2,2,1,1,36,1,3,2816.0,2517,4817,87,1,0,0,1,0,0,1
824560758,35,3,4,1,1,31,1,3,1678.0,0,2475,61,1,0,0,0,1,0,0
757710783,36,1,4,1,1,29,4,2,1493.0,0,2516,63,1,0,0,1,0,0,0
713081583,51,4,0,1,1,32,2,2,2350.0,1272,4647,86,1,0,0,1,0,0,1
710481333,50,4,2,1,1,36,5,3,2690.0,1614,2272,57,1,0,0,1,0,0,0
721060083,42,3,3,0,1,27,1,1,7226.0,1889,4653,71,1,0,0,1,0,0,1
713759583,54,3,2,1,1,36,1,1,3173.0,1822,4883,71,1,0,0,1,0,0,1
717547383,43,2,4,1,1,32,2,3,2890.0,1392,4233,77,1,0,0,1,0,0,1
711683358,46,3,2,1,1,41,2,3,3313.0,0,2135,44,1,0,0,0,0,1,0
710044308,40,4,4,2,1,27,2,2,2625.0,1594,2480,47,1,0,0,0,1,0,1
713101383,44,2,0,2,1,36,1,1,1834.0,0,5402,87,1,0,0,1,0,0,1
757685733,43,2,4,1,1,36,1,2,3226.0,2145,5066,75,1,0,0,0,1,0,1
717823383,56,4,0,3,1,47,1,1,3426.0,1841,4268,81,0,1,0,1,0,0,1
796029483,49,3,4,1,1,43,2,3,2174.0,785,3890,78,1,0,0,1,0,0,1
710099358,60,1,0,2,1,36,2,3,3959.0,0,4935,92,1,0,0,0,1,0,1
713872008,49,1,2,1,1,42,1,3,2215.0,1347,4656,72,1,0,0,1,0,0,1
788802483,47,3,1,1,1,29,2,2,2814.0,1595,4766,87,1,0,0,0,0,1,1
817988433,56,3,0,3,1,51,2,2,6941.0,1013,4097,78,0,1,0,0,1,0,1
823554783,44,3,3,0,1,40,2,1,3269.0,0,5022,85,1,0,0,0,1,0,1
710643183,42,2,2,1,1,23,2,2,3172.0,1160,4163,83,1,0,0,0,1,0,1
779859558,54,3,2,1,1,38,2,2,2452.0,1012,2398,29,1,0,0,1,0,0,0
798238008,36,2,1,1,1,30,2,1,5070.0,0,4644,85,1,0,0,1,0,0,1
